15,0.04690694808959961,2,1
15,0.07422780990600586,4,1
15,0.09213781356811523,5,1
15,0.1319870948791504,5,1
15,0.0467371940612793,2,1
15,0.062120914459228516,2,1
15,0.1405787467956543,4,1
15,0.18221521377563477,8,1
15,0.3100569248199463,7,1
16,0.13566279411315918,5,1
16,0.18064522743225098,4,1
16,0.10144281387329102,4,1
16,0.11327004432678223,3,1
16,0.29567909240722656,8,1
16,0.11613011360168457,3,1
16,0.24830389022827148,6,0
16,0.1113429069519043,4,1
16,0.11751103401184082,4,1
16,0.11100292205810547,4,1
17,0.08912110328674316,2,1
17,0.07448291778564453,3,2
17,0.39441466331481934,7,0
17,0.16138195991516113,4,1
17,0.22495722770690918,6,1
17,0.12313485145568848,4,1
17,0.15980792045593262,3,1
17,0.12897515296936035,3,1
17,0.10616874694824219,3,1
17,0.10503387451171875,3,1
18,0.2570040225982666,5,1
18,0.0686190128326416,2,1
18,0.21954703330993652,5,1
18,0.1490769386291504,3,1
18,0.3860640525817871,8,1
18,0.17581987380981445,4,1
18,0.1432819366455078,3,1
18,0.05937600135803223,1,1
18,0.09304499626159668,3,3
18,0.12474489212036133,3,1
19,0.17562198638916016,5,1
19,0.188385009765625,4,1
19,0.09133791923522949,1,1
19,0.1582779884338379,3,1
19,0.22198200225830078,3,1
19,0.05026817321777344,0,1
19,0.3397538661956787,6,1
19,0.09443807601928711,2,1
19,0.35708093643188477,8,1
19,0.1288919448852539,3,1
20,0.15301990509033203,2,1
20,0.24664998054504395,4,1
20,0.35042381286621094,5,1
20,0.7027809619903564,6,1
20,0.22936797142028809,5,1
20,0.6965539455413818,6,1
20,0.17205095291137695,2,1
20,0.16518402099609375,3,1
20,0.24376320838928223,3,2
20,0.2961130142211914,5,1
21,0.3809688091278076,7,1
21,0.2656869888305664,2,1
21,0.3947010040283203,4,1
21,0.14979004859924316,2,1
21,0.10007810592651367,4,1
21,0.15194010734558105,3,1
21,0.11218500137329102,5,2
21,0.22693991661071777,5,1
21,0.11536788940429688,2,1
21,0.12037086486816406,2,2
22,0.8561787605285645,11,1
22,0.3872668743133545,9,1
22,0.37290024757385254,6,1
22,0.25638580322265625,4,2
22,0.2937002182006836,5,1
22,0.2040858268737793,3,1
22,0.1580967903137207,4,2
22,0.3844788074493408,4,1
22,0.5658829212188721,8,1
22,0.3174290657043457,4,1
23,0.13856196403503418,2,1
23,0.22317004203796387,4,2
23,0.25759196281433105,5,1
23,0.4011080265045166,5,1
23,0.4033999443054199,5,1
23,0.40564799308776855,5,1
23,0.8914248943328857,11,1
23,0.7960691452026367,9,1
23,0.4794578552246094,6,1
23,0.3399658203125,4,1
24,0.2963271141052246,5,3
24,0.49852681159973145,7,1
24,0.6197640895843506,9,1
24,0.5878860950469971,7,2
24,0.8348939418792725,5,1
24,0.2949492931365967,5,1
24,0.29285216331481934,3,1
24,0.4873499870300293,6,1
24,0.4092750549316406,6,1
24,0.6187400817871094,5,1
25,0.7406620979309082,10,1
25,0.20300006866455078,2,1
25,0.3566250801086426,6,1
25,0.6213161945343018,7,1
25,0.3993949890136719,4,1
25,0.9394629001617432,9,2
25,0.47945189476013184,5,1
25,0.25846028327941895,2,1
25,0.6255288124084473,7,1
25,0.7035551071166992,10,1
26,0.2958719730377197,3,1
26,0.5276720523834229,5,1
26,1.4856321811676025,11,1
26,0.7505578994750977,6,3
26,1.0604889392852783,8,1
27,0.45183491706848145,5,1
27,0.6589400768280029,5,1
27,1.048893928527832,7,1
27,0.8397448062896729,7,1
27,0.5218980312347412,6,1
28,0.31838488578796387,3,1
28,0.48882198333740234,5,1
28,0.932560920715332,9,1
28,1.807805061340332,12,1
28,0.7211618423461914,5,2
29,0.9901909828186035,9,1
29,1.1802387237548828,8,1
29,1.2598350048065186,8,1
29,1.0269322395324707,6,1
29,0.35346508026123047,4,1
30,1.5459001064300537,9,1
30,1.1149067878723145,10,1
30,1.286693811416626,8,1
30,1.0185539722442627,7,2
30,1.262723684310913,9,1
31,1.8134231567382812,10,1
32,1.3351349830627441,6,1
33,0.6485269069671631,2,1
34,1.866349697113037,11,1
35,5.631233215332031,19,1
36,1.7284650802612305,11,2
37,2.9275269508361816,15,1
38,3.9090559482574463,12,1
39,3.9100310802459717,14,1
40,4.635248184204102,11,1
41,4.4919209480285645,13,1
42,3.2402427196502686,13,1
43,2.028045177459717,6,1
44,5.813021898269653,15,2
45,6.088133811950684,17,1
46,6.674649715423584,18,1
47,6.242201089859009,12,1
48,8.393435001373291,16,1
49,8.744829177856445,21,1
50,11.366578340530396,19,1
35,1.5870001316070557,10,1
35,1.5980679988861084,8,1
35,4.569450855255127,10,1
35,2.4178459644317627,10,1
35,3.8509271144866943,11,1
35,1.0226550102233887,5,2
35,3.2495830059051514,9,1
35,3.3163938522338867,15,3
35,2.9095139503479004,11,1
