4,0.0010769367218017578,0,1
4,0.0006659030914306641,0,1
4,0.0008842945098876953,0,0
4,0.0008680820465087891,0,0
4,0.0008749961853027344,0,0
4,0.0015788078308105469,1,1
4,0.0008931159973144531,0,0
4,0.0013797283172607422,1,0
4,0.0008807182312011719,0,1
4,0.0008370876312255859,0,0
5,0.0014200210571289062,0,1
5,0.001466989517211914,0,1
5,0.0012087821960449219,0,0
5,0.0019042491912841797,0,0
5,0.0012209415435791016,0,0
5,0.0015070438385009766,0,1
5,0.0013539791107177734,0,0
5,0.0013761520385742188,0,0
5,0.002051830291748047,1,1
5,0.002199888229370117,1,1
6,0.0045511722564697266,3,1
6,0.0028231143951416016,1,1
6,0.0018010139465332031,0,1
6,0.004879951477050781,1,1
6,0.00446319580078125,1,0
6,0.0015857219696044922,0,1
6,0.004755973815917969,1,1
6,0.002827167510986328,1,0
6,0.002767801284790039,1,1
6,0.0067501068115234375,2,1
7,0.006348133087158203,1,1
7,0.006508588790893555,1,1
7,0.008588075637817383,1,0
7,0.009924173355102539,1,0
7,0.002602100372314453,0,1
7,0.002613067626953125,0,1
7,0.007633209228515625,4,0
7,0.003847837448120117,1,1
7,0.008279800415039062,2,1
7,0.011783838272094727,3,1
8,0.013881206512451172,1,1
8,0.005158901214599609,0,1
8,0.003337860107421875,0,1
8,0.004791975021362305,1,1
8,0.004651069641113281,0,1
8,0.011271238327026367,1,0
8,0.013417959213256836,3,1
8,0.011560201644897461,2,1
8,0.01101374626159668,1,1
8,0.010609865188598633,1,1
9,0.0054819583892822266,0,1
9,0.009378671646118164,1,1
9,0.009284019470214844,1,2
9,0.03122687339782715,4,1
9,0.036630868911743164,5,1
9,0.024823904037475586,3,1
9,0.011388063430786133,1,1
9,0.013184070587158203,1,0
9,0.01888298988342285,2,1
9,0.015907764434814453,1,1
10,0.0197601318359375,3,0
10,0.016871929168701172,2,1
10,0.011205911636352539,1,1
10,0.03127479553222656,2,0
10,0.021971940994262695,2,0
10,0.02296614646911621,2,1
10,0.018636703491210938,1,0
10,0.010833978652954102,1,1
10,0.0243680477142334,2,1
10,0.016932964324951172,1,0
11,0.019016027450561523,0,1
11,0.010658025741577148,0,1
11,0.01910686492919922,1,1
11,0.010324954986572266,0,1
11,0.02878594398498535,2,1
11,0.04039120674133301,2,0
11,0.03486299514770508,3,0
11,0.014657974243164062,1,1
11,0.03763413429260254,3,1
11,0.026723146438598633,2,1
12,0.022961139678955078,2,1
12,0.042181968688964844,2,0
12,0.04966402053833008,4,0
12,0.015753984451293945,0,0
12,0.013100862503051758,2,1
12,0.02319622039794922,2,1
12,0.038697004318237305,3,1
12,0.02254486083984375,1,1
12,0.030116796493530273,2,1
12,0.04214930534362793,2,1
13,0.06250381469726562,3,1
13,0.16302490234375,7,1
13,0.014461994171142578,0,1
13,0.02470088005065918,1,1
13,0.051573991775512695,2,1
13,0.13025307655334473,7,1
13,0.010728120803833008,0,1
13,0.06702280044555664,3,1
13,0.04523015022277832,3,1
13,0.12746977806091309,7,0
14,0.07328510284423828,2,1
14,0.06272196769714355,3,1
14,0.05878305435180664,2,1
14,0.07499217987060547,3,1
14,0.11310577392578125,5,1
14,0.04426980018615723,1,1
14,0.0355532169342041,3,1
14,0.0766451358795166,3,1
14,0.028570175170898438,1,1
14,0.037225961685180664,1,1
15,0.0467987060546875,2,1
