n,gain_après_inter(en%),gain_après_2opt(en%)
4,0.0,0.0
4,0.0,0.0
4,8.0,8.0
4,0.0,3.0
4,0.0,7.000000000000001
4,0.0,0.0
4,0.0,2.0
4,0.0,7.000000000000001
4,0.0,0.0
4,24.0,24.0
4,0.0,0.0
4,0.0,1.0
4,0.0,0.0
4,0.0,0.0
4,0.0,10.0
4,0.0,0.0
4,0.0,11.0
4,0.0,0.0
4,0.0,0.0
4,0.0,0.0
4,0.0,0.0
4,0.0,0.0
4,0.0,0.0
4,10.0,11.0
4,0.0,11.0
4,0.0,0.0
4,0.0,7.000000000000001
4,0.0,16.0
4,0.0,0.0
4,11.0,11.0
4,26.0,30.0
4,0.0,0.0
4,0.0,1.0
4,0.0,0.0
4,0.0,9.0
4,1.0,1.0
4,3.0,3.0
4,0.0,0.0
4,6.0,18.0
4,6.0,6.0
4,0.0,3.0
4,22.0,26.0
4,0.0,0.0
4,0.0,7.000000000000001
4,11.0,11.0
4,0.0,0.0
4,0.0,0.0
4,0.0,5.0
4,0.0,23.0
4,0.0,0.0
4,0.0,16.0
4,0.0,7.000000000000001
4,0.0,0.0
4,0.0,0.0
4,0.0,6.0
4,0.0,0.0
4,9.0,12.0
4,0.0,0.0
4,0.0,0.0
4,2.0,9.0
4,0.0,0.0
4,0.0,5.0
4,0.0,15.0
4,0.0,0.0
4,18.0,18.0
4,0.0,7.000000000000001
4,3.0,3.0
4,8.0,8.0
4,1.0,14.000000000000002
4,0.0,4.0
4,3.0,3.0
4,0.0,4.0
4,0.0,14.000000000000002
4,0.0,0.0
5,3.0,5.0
5,6.0,6.0
5,0.0,18.0
5,5.0,5.0
5,0.0,0.0
5,0.0,0.0
5,18.0,20.0
5,5.0,5.0
5,0.0,1.0
5,0.0,4.0
5,0.0,0.0
5,0.0,0.0
5,0.0,0.0
5,15.0,16.0
5,21.0,21.0
5,14.000000000000002,16.0
5,2.0,2.0
5,0.0,2.0
5,25.0,26.0
5,5.0,5.0
5,0.0,3.0
5,0.0,0.0
5,0.0,3.0
5,0.0,0.0
5,5.0,5.0
5,0.0,1.0
5,0.0,23.0
5,13.0,22.0
5,0.0,0.0
5,6.0,14.000000000000002
5,7.000000000000001,7.000000000000001
5,0.0,20.0
5,0.0,3.0
5,0.0,0.0
5,0.0,0.0
5,6.0,6.0
5,2.0,2.0
5,4.0,4.0
5,0.0,1.0
5,0.0,0.0
5,2.0,3.0
5,4.0,4.0
5,0.0,2.0
5,0.0,0.0
5,0.0,26.0
5,0.0,7.000000000000001
5,0.0,0.0
5,0.0,4.0
5,13.0,13.0
5,5.0,5.0
5,0.0,9.0
5,0.0,1.0
5,8.0,16.0
5,0.0,0.0
5,0.0,15.0
5,0.0,5.0
5,10.0,10.0
5,0.0,0.0
5,0.0,0.0
5,0.0,4.0
5,12.0,13.0
5,0.0,0.0
5,0.0,0.0
5,0.0,0.0
5,0.0,4.0
5,9.0,9.0
5,14.000000000000002,14.000000000000002
5,3.0,3.0
5,0.0,1.0
5,0.0,2.0
5,10.0,10.0
5,0.0,14.000000000000002
5,0.0,8.0
5,0.0,1.0
5,0.0,0.0
5,0.0,0.0
5,0.0,7.000000000000001
5,8.0,8.0
5,11.0,11.0
5,3.0,11.0
5,0.0,0.0
5,0.0,0.0
5,4.0,4.0
5,0.0,0.0
5,9.0,11.0
5,2.0,2.0
5,0.0,0.0
5,0.0,0.0
5,0.0,5.0
5,2.0,8.0
5,0.0,2.0
5,0.0,0.0
5,0.0,0.0
5,0.0,0.0
5,0.0,1.0
5,3.0,14.000000000000002
5,0.0,0.0
5,0.0,11.0
5,0.0,0.0
5,10.0,10.0
6,9.0,9.0
6,0.0,1.0
6,0.0,3.0
6,2.0,2.0
6,9.0,11.0
6,0.0,0.0
6,0.0,5.0
6,0.0,3.0
6,6.0,6.0
6,0.0,9.0
6,0.0,0.0
6,0.0,5.0
6,0.0,0.0
6,0.0,0.0
6,2.0,3.0
6,14.000000000000002,14.000000000000002
6,0.0,1.0
6,0.0,24.0
6,0.0,1.0
6,0.0,0.0
6,0.0,1.0
6,7.000000000000001,13.0
6,26.0,26.0
6,4.0,4.0
6,0.0,5.0
6,0.0,5.0
6,7.000000000000001,7.000000000000001
6,4.0,4.0
6,0.0,0.0
6,2.0,2.0
6,4.0,12.0
6,0.0,1.0
6,0.0,2.0
6,2.0,3.0
6,16.0,16.0
6,0.0,0.0
6,23.0,25.0
6,13.0,15.0
6,7.000000000000001,9.0
6,0.0,0.0
6,6.0,6.0
6,0.0,0.0
6,8.0,8.0
6,0.0,2.0
6,13.0,13.0
6,0.0,8.0
6,0.0,0.0
6,0.0,5.0
6,0.0,0.0
6,0.0,9.0
6,0.0,0.0
6,0.0,2.0
6,21.0,21.0
6,0.0,5.0
6,5.0,9.0
6,14.000000000000002,18.0
6,0.0,0.0
6,3.0,5.0
6,12.0,14.000000000000002
6,0.0,8.0
6,4.0,11.0
6,17.0,17.0
6,5.0,7.000000000000001
6,0.0,3.0
6,0.0,0.0
6,3.0,8.0
6,5.0,10.0
6,0.0,0.0
6,6.0,10.0
6,0.0,0.0
6,4.0,11.0
6,0.0,0.0
6,0.0,3.0
6,8.0,8.0
6,2.0,2.0
6,2.0,3.0
6,15.0,20.0
6,0.0,0.0
6,7.000000000000001,13.0
6,0.0,2.0
6,0.0,0.0
6,0.0,3.0
6,0.0,4.0
6,19.0,19.0
6,5.0,5.0
6,16.0,19.0
6,7.000000000000001,7.000000000000001
6,0.0,0.0
6,0.0,1.0
6,15.0,24.0
6,0.0,0.0
6,0.0,0.0
6,23.0,33.0
6,1.0,3.0
6,0.0,0.0
6,24.0,26.0
6,0.0,0.0
6,2.0,2.0
6,0.0,4.0
6,4.0,4.0
7,11.0,12.0
7,0.0,0.0
7,0.0,6.0
7,1.0,1.0
7,5.0,5.0
7,8.0,11.0
7,0.0,0.0
7,0.0,5.0
7,0.0,10.0
7,4.0,4.0
7,1.0,2.0
7,6.0,9.0
7,8.0,15.0
7,15.0,17.0
7,3.0,5.0
7,2.0,2.0
7,12.0,12.0
7,5.0,8.0
7,0.0,3.0
7,3.0,3.0
7,10.0,10.0
7,0.0,6.0
7,7.000000000000001,7.000000000000001
7,0.0,1.0
7,6.0,14.000000000000002
7,16.0,16.0
7,0.0,3.0
7,0.0,0.0
7,0.0,0.0
7,12.0,14.000000000000002
7,13.0,13.0
7,7.000000000000001,7.000000000000001
7,3.0,8.0
7,0.0,4.0
7,19.0,22.0
7,2.0,11.0
7,0.0,9.0
7,16.0,19.0
7,3.0,4.0
7,3.0,8.0
7,9.0,12.0
7,8.0,12.0
7,3.0,3.0
7,8.0,11.0
7,0.0,0.0
7,12.0,12.0
7,8.0,16.0
7,0.0,1.0
7,11.0,11.0
7,0.0,0.0
7,5.0,16.0
7,5.0,8.0
7,12.0,12.0
7,0.0,0.0
7,0.0,0.0
7,3.0,3.0
7,0.0,0.0
7,0.0,0.0
7,0.0,14.000000000000002
7,0.0,0.0
7,1.0,4.0
7,1.0,4.0
7,0.0,5.0
7,0.0,10.0
7,8.0,8.0
7,17.0,19.0
7,0.0,0.0
7,3.0,4.0
7,0.0,0.0
7,4.0,6.0
7,1.0,1.0
7,1.0,12.0
7,16.0,16.0
7,8.0,11.0
7,13.0,17.0
7,0.0,7.000000000000001
7,0.0,11.0
7,0.0,10.0
7,10.0,16.0
7,0.0,10.0
7,15.0,15.0
7,18.0,18.0
7,0.0,0.0
7,10.0,10.0
7,0.0,6.0
7,0.0,0.0
7,0.0,7.000000000000001
7,0.0,0.0
7,16.0,22.0
7,0.0,0.0
7,0.0,3.0
7,1.0,1.0
7,6.0,6.0
7,0.0,0.0
7,12.0,12.0
7,0.0,15.0
7,15.0,15.0
7,0.0,0.0
7,0.0,7.000000000000001
7,17.0,19.0
8,12.0,13.0
8,1.0,7.000000000000001
8,11.0,11.0
8,10.0,11.0
8,9.0,9.0
8,1.0,5.0
8,13.0,13.0
8,11.0,11.0
8,0.0,2.0
8,8.0,8.0
8,8.0,11.0
8,0.0,3.0
8,0.0,0.0
8,6.0,6.0
8,0.0,1.0
8,0.0,6.0
8,3.0,11.0
8,6.0,6.0
8,6.0,7.000000000000001
8,11.0,16.0
8,0.0,0.0
8,3.0,18.0
8,6.0,10.0
8,6.0,9.0
8,0.0,1.0
8,11.0,14.000000000000002
8,16.0,19.0
8,12.0,12.0
8,11.0,13.0
8,6.0,12.0
8,6.0,9.0
8,5.0,7.000000000000001
8,0.0,6.0
8,0.0,0.0
8,5.0,7.000000000000001
8,4.0,4.0
8,13.0,17.0
8,5.0,6.0
8,12.0,13.0
8,5.0,12.0
8,0.0,0.0
8,0.0,9.0
8,0.0,0.0
8,6.0,11.0
8,3.0,3.0
8,7.000000000000001,12.0
8,0.0,0.0
8,1.0,1.0
8,6.0,6.0
8,0.0,5.0
8,0.0,4.0
8,5.0,5.0
8,7.000000000000001,11.0
8,15.0,20.0
8,0.0,0.0
8,0.0,7.000000000000001
8,17.0,17.0
8,8.0,22.0
8,0.0,5.0
8,0.0,1.0
8,0.0,2.0
8,3.0,6.0
8,7.000000000000001,9.0
8,13.0,14.000000000000002
8,5.0,8.0
8,8.0,10.0
8,10.0,10.0
8,5.0,5.0
8,12.0,16.0
8,6.0,10.0
8,1.0,1.0
8,5.0,11.0
8,15.0,17.0
8,20.0,20.0
8,7.000000000000001,8.0
8,12.0,15.0
8,0.0,1.0
8,20.0,28.000000000000004
8,10.0,14.000000000000002
8,6.0,11.0
8,7.000000000000001,23.0
8,0.0,0.0
8,8.0,14.000000000000002
8,11.0,16.0
8,14.000000000000002,14.000000000000002
8,8.0,9.0
8,0.0,6.0
8,0.0,4.0
8,13.0,14.000000000000002
8,22.0,24.0
8,0.0,2.0
8,10.0,11.0
8,11.0,11.0
8,1.0,1.0
8,0.0,10.0
8,1.0,2.0
8,1.0,4.0
8,4.0,12.0
8,0.0,0.0
8,3.0,4.0
9,20.0,24.0
9,8.0,8.0
9,27.0,27.0
9,13.0,14.000000000000002
9,1.0,1.0
9,6.0,6.0
9,1.0,1.0
9,1.0,4.0
9,9.0,10.0
9,15.0,15.0
9,0.0,4.0
9,0.0,6.0
9,9.0,9.0
9,17.0,17.0
9,2.0,8.0
9,5.0,7.000000000000001
9,9.0,9.0
9,7.000000000000001,16.0
9,3.0,10.0
9,0.0,6.0
9,2.0,4.0
9,10.0,10.0
9,0.0,5.0
9,1.0,3.0
9,22.0,26.0
9,0.0,0.0
9,0.0,0.0
9,4.0,4.0
9,11.0,15.0
9,0.0,2.0
9,12.0,20.0
9,7.000000000000001,10.0
9,5.0,10.0
9,4.0,9.0
9,8.0,14.000000000000002
9,10.0,10.0
9,0.0,2.0
9,6.0,12.0
9,3.0,5.0
9,11.0,11.0
9,0.0,7.000000000000001
9,7.000000000000001,12.0
9,4.0,4.0
9,7.000000000000001,10.0
9,4.0,11.0
9,0.0,0.0
9,10.0,11.0
9,24.0,27.0
9,6.0,6.0
9,2.0,12.0
9,1.0,2.0
9,2.0,7.000000000000001
9,16.0,17.0
9,8.0,8.0
9,1.0,7.000000000000001
9,7.000000000000001,9.0
9,7.000000000000001,7.000000000000001
9,17.0,17.0
9,0.0,5.0
9,0.0,5.0
9,4.0,10.0
9,0.0,0.0
9,0.0,0.0
9,2.0,2.0
9,20.0,20.0
9,10.0,10.0
9,2.0,2.0
9,0.0,6.0
9,0.0,2.0
9,8.0,8.0
9,3.0,6.0
9,3.0,3.0
9,11.0,16.0
9,1.0,3.0
9,1.0,1.0
9,6.0,8.0
9,14.000000000000002,18.0
9,5.0,7.000000000000001
9,11.0,11.0
9,8.0,16.0
9,10.0,14.000000000000002
9,0.0,3.0
9,2.0,9.0
9,0.0,2.0
9,6.0,12.0
9,0.0,3.0
9,9.0,15.0
9,20.0,22.0
9,4.0,9.0
9,7.000000000000001,16.0
9,20.0,22.0
9,2.0,2.0
9,7.000000000000001,8.0
9,0.0,13.0
9,0.0,0.0
9,0.0,0.0
9,0.0,17.0
9,0.0,1.0
9,15.0,17.0
9,7.000000000000001,7.000000000000001
10,0.0,1.0
10,0.0,1.0
10,6.0,9.0
10,16.0,16.0
10,14.000000000000002,19.0
10,6.0,6.0
10,21.0,21.0
10,5.0,5.0
10,8.0,10.0
10,14.000000000000002,23.0
10,2.0,2.0
10,8.0,8.0
10,4.0,4.0
10,5.0,5.0
10,10.0,14.000000000000002
10,6.0,7.000000000000001
10,12.0,13.0
10,14.000000000000002,15.0
10,0.0,1.0
10,2.0,6.0
10,4.0,11.0
10,1.0,9.0
10,7.000000000000001,8.0
10,6.0,6.0
10,4.0,8.0
10,7.000000000000001,8.0
10,0.0,7.000000000000001
10,3.0,5.0
10,16.0,17.0
10,8.0,19.0
10,1.0,2.0
10,8.0,11.0
10,0.0,9.0
10,0.0,2.0
10,0.0,2.0
10,17.0,20.0
10,11.0,12.0
10,3.0,3.0
10,23.0,30.0
10,14.000000000000002,16.0
10,2.0,3.0
10,0.0,7.000000000000001
10,13.0,13.0
10,0.0,5.0
10,7.000000000000001,7.000000000000001
10,4.0,11.0
10,0.0,3.0
10,0.0,5.0
10,9.0,12.0
10,6.0,14.000000000000002
10,4.0,7.000000000000001
10,0.0,8.0
10,10.0,12.0
10,15.0,19.0
10,8.0,10.0
10,12.0,18.0
10,5.0,9.0
10,12.0,12.0
10,13.0,16.0
10,20.0,23.0
10,7.000000000000001,9.0
10,7.000000000000001,12.0
10,0.0,11.0
10,12.0,16.0
10,14.000000000000002,15.0
10,6.0,13.0
10,5.0,9.0
10,1.0,4.0
10,0.0,0.0
10,7.000000000000001,9.0
10,12.0,17.0
10,2.0,7.000000000000001
10,20.0,27.0
10,0.0,5.0
10,0.0,0.0
10,5.0,8.0
10,17.0,18.0
10,0.0,1.0
10,7.000000000000001,8.0
10,4.0,6.0
10,7.000000000000001,11.0
10,21.0,21.0
10,15.0,18.0
10,11.0,13.0
10,16.0,17.0
10,0.0,10.0
10,2.0,2.0
10,3.0,3.0
10,10.0,14.000000000000002
10,0.0,0.0
10,9.0,9.0
10,1.0,4.0
10,0.0,0.0
10,5.0,5.0
10,4.0,12.0
10,0.0,0.0
10,8.0,12.0
10,11.0,14.000000000000002
10,1.0,1.0
10,0.0,0.0
21,25.0,28.000000000000004
21,17.0,17.0
21,15.0,24.0
21,18.0,22.0
21,17.0,20.0
21,10.0,15.0
21,8.0,15.0
21,12.0,12.0
21,16.0,19.0
21,11.0,17.0
22,12.0,13.0
22,6.0,12.0
22,16.0,19.0
22,10.0,11.0
22,13.0,15.0
22,19.0,24.0
22,10.0,16.0
22,14.000000000000002,17.0
22,12.0,12.0
22,8.0,9.0
23,10.0,14.000000000000002
23,27.0,30.0
23,8.0,11.0
23,8.0,9.0
23,8.0,11.0
23,7.000000000000001,13.0
23,10.0,11.0
23,10.0,14.000000000000002
23,12.0,19.0
23,1.0,7.000000000000001
24,16.0,20.0
24,15.0,21.0
24,14.000000000000002,17.0
24,12.0,20.0
24,8.0,12.0
24,4.0,5.0
24,4.0,10.0
24,8.0,16.0
24,10.0,11.0
24,14.000000000000002,17.0
25,8.0,10.0
25,8.0,16.0
25,16.0,16.0
25,13.0,15.0
25,11.0,14.000000000000002
25,7.000000000000001,9.0
25,22.0,25.0
25,17.0,22.0
25,10.0,16.0
25,13.0,19.0
26,5.0,5.0
26,10.0,15.0
26,13.0,16.0
26,8.0,8.0
26,8.0,17.0
26,13.0,16.0
26,7.000000000000001,8.0
26,10.0,11.0
26,22.0,27.0
26,4.0,9.0
27,8.0,15.0
27,23.0,28.000000000000004
27,13.0,18.0
27,10.0,12.0
27,14.000000000000002,19.0
27,22.0,28.000000000000004
27,7.000000000000001,10.0
27,19.0,23.0
27,6.0,11.0
27,15.0,19.0
28,8.0,12.0
28,11.0,14.000000000000002
28,20.0,22.0
28,18.0,20.0
28,19.0,21.0
28,14.000000000000002,24.0
28,11.0,14.000000000000002
28,18.0,21.0
28,9.0,16.0
28,22.0,25.0
29,6.0,7.000000000000001
29,17.0,20.0
29,8.0,11.0
29,4.0,7.000000000000001
29,8.0,15.0
29,24.0,26.0
29,10.0,15.0
29,12.0,15.0
29,16.0,18.0
29,7.000000000000001,9.0
30,4.0,8.0
30,13.0,18.0
30,10.0,15.0
30,12.0,17.0
30,16.0,22.0
30,19.0,22.0
30,26.0,28.000000000000004
30,17.0,18.0
30,11.0,13.0
30,13.0,20.0
31,12.0,14.000000000000002
31,12.0,16.0
31,4.0,4.0
31,12.0,16.0
31,13.0,15.0
31,20.0,25.0
31,13.0,18.0
31,14.000000000000002,21.0
31,18.0,22.0
31,17.0,20.0
32,15.0,19.0
32,20.0,24.0
32,16.0,19.0
32,9.0,13.0
32,5.0,8.0
32,15.0,18.0
32,15.0,15.0
32,9.0,10.0
32,11.0,12.0
32,12.0,15.0
33,16.0,23.0
33,15.0,19.0
33,16.0,19.0
33,14.000000000000002,16.0
33,15.0,17.0
33,13.0,23.0
33,5.0,9.0
33,6.0,10.0
33,21.0,26.0
33,17.0,19.0
34,23.0,26.0
34,18.0,24.0
34,14.000000000000002,15.0
34,12.0,15.0
34,19.0,20.0
34,9.0,12.0
34,16.0,20.0
34,11.0,14.000000000000002
34,12.0,17.0
34,20.0,28.999999999999996
35,19.0,21.0
35,10.0,14.000000000000002
35,13.0,18.0
35,9.0,11.0
35,15.0,18.0
35,13.0,16.0
35,6.0,14.000000000000002
35,6.0,13.0
35,5.0,6.0
35,8.0,9.0
36,10.0,14.000000000000002
36,5.0,8.0
36,6.0,12.0
36,9.0,13.0
36,6.0,9.0
36,16.0,22.0
36,14.000000000000002,27.0
36,21.0,28.000000000000004
36,16.0,18.0
36,13.0,18.0
37,3.0,6.0
37,15.0,17.0
37,19.0,21.0
37,13.0,18.0
37,10.0,12.0
37,7.000000000000001,13.0
37,17.0,23.0
37,8.0,13.0
37,7.000000000000001,9.0
37,12.0,13.0
38,22.0,22.0
38,3.0,5.0
38,13.0,16.0
38,9.0,14.000000000000002
38,18.0,20.0
38,11.0,18.0
38,11.0,14.000000000000002
38,18.0,27.0
38,23.0,26.0
38,10.0,18.0
39,14.000000000000002,16.0
39,14.000000000000002,18.0
39,10.0,12.0
39,16.0,18.0
39,6.0,10.0
39,18.0,24.0
39,8.0,10.0
39,4.0,9.0
39,9.0,9.0
39,13.0,15.0
40,20.0,25.0
40,16.0,17.0
40,15.0,18.0
40,14.000000000000002,15.0
40,15.0,19.0
40,14.000000000000002,18.0
40,20.0,22.0
40,11.0,14.000000000000002
40,14.000000000000002,21.0
40,21.0,27.0
41,10.0,13.0
41,8.0,13.0
41,10.0,17.0
41,13.0,18.0
41,11.0,15.0
41,10.0,13.0
41,18.0,26.0
41,18.0,23.0
41,20.0,24.0
41,22.0,26.0
42,7.000000000000001,13.0
42,17.0,21.0
42,14.000000000000002,20.0
42,12.0,16.0
42,12.0,14.000000000000002
42,7.000000000000001,10.0
42,14.000000000000002,17.0
42,17.0,21.0
42,13.0,18.0
42,10.0,15.0
43,11.0,13.0
43,21.0,25.0
43,9.0,11.0
43,12.0,13.0
43,16.0,17.0
43,19.0,27.0
43,20.0,24.0
43,11.0,16.0
43,22.0,23.0
43,6.0,7.000000000000001
44,16.0,18.0
44,9.0,13.0
44,14.000000000000002,17.0
44,12.0,16.0
44,17.0,24.0
44,17.0,20.0
44,11.0,17.0
44,4.0,7.000000000000001
44,20.0,21.0
44,17.0,24.0
45,21.0,25.0
45,25.0,31.0
45,11.0,19.0
45,16.0,19.0
45,28.000000000000004,33.0
45,25.0,30.0
45,18.0,21.0
45,16.0,19.0
45,13.0,18.0
45,20.0,24.0
46,11.0,19.0
46,21.0,23.0
46,12.0,17.0
46,8.0,15.0
46,22.0,25.0
46,13.0,21.0
46,20.0,23.0
46,20.0,24.0
46,15.0,17.0
46,20.0,25.0
47,13.0,15.0
47,16.0,19.0
47,22.0,25.0
47,17.0,20.0
47,14.000000000000002,15.0
47,10.0,17.0
47,10.0,11.0
47,21.0,25.0
47,10.0,15.0
47,18.0,20.0
48,6.0,9.0
48,12.0,15.0
48,26.0,28.000000000000004
48,24.0,26.0
48,20.0,24.0
48,13.0,18.0
48,11.0,13.0
48,14.000000000000002,18.0
48,20.0,22.0
48,10.0,15.0
49,4.0,9.0
49,12.0,14.000000000000002
49,12.0,16.0
49,17.0,26.0
49,14.000000000000002,18.0
49,15.0,20.0
49,17.0,19.0
49,16.0,20.0
49,13.0,16.0
49,9.0,10.0
50,16.0,17.0
50,9.0,13.0
50,17.0,19.0
50,22.0,25.0
50,24.0,28.000000000000004
50,23.0,26.0
50,13.0,17.0
50,17.0,22.0
50,16.0,19.0
50,16.0,19.0
21,12.0,15.0
21,8.0,13.0
21,19.0,22.0
21,10.0,10.0
21,16.0,22.0
21,8.0,12.0
21,7.000000000000001,14.000000000000002
21,7.000000000000001,13.0
21,2.0,2.0
21,21.0,23.0
21,10.0,19.0
21,14.000000000000002,18.0
21,14.000000000000002,20.0
21,15.0,23.0
21,10.0,17.0
21,7.000000000000001,12.0
21,15.0,16.0
21,14.000000000000002,14.000000000000002
21,7.000000000000001,10.0
21,13.0,14.000000000000002
21,15.0,16.0
21,8.0,12.0
21,12.0,19.0
21,12.0,18.0
21,15.0,17.0
21,4.0,6.0
21,7.000000000000001,9.0
21,11.0,13.0
21,5.0,5.0
21,11.0,14.000000000000002
21,16.0,21.0
21,13.0,16.0
21,15.0,19.0
21,3.0,4.0
21,10.0,11.0
21,8.0,9.0
21,16.0,21.0
21,3.0,6.0
21,11.0,13.0
21,6.0,11.0
21,11.0,18.0
21,14.000000000000002,15.0
21,14.000000000000002,14.000000000000002
21,11.0,17.0
21,8.0,10.0
21,13.0,16.0
21,3.0,9.0
21,6.0,7.000000000000001
21,17.0,24.0
21,12.0,16.0
51,13.0,15.0
51,10.0,15.0
52,22.0,23.0
52,16.0,19.0
53,13.0,15.0
53,13.0,19.0
54,10.0,12.0
54,15.0,18.0
55,13.0,20.0
55,30.0,32.0
56,17.0,22.0
56,16.0,23.0
57,17.0,20.0
57,16.0,23.0
58,14.000000000000002,17.0
58,16.0,19.0
59,13.0,18.0
59,15.0,22.0
60,18.0,23.0
60,13.0,16.0
61,10.0,16.0
61,16.0,21.0
62,20.0,24.0
62,8.0,11.0
63,14.000000000000002,16.0
63,16.0,23.0
64,17.0,20.0
64,15.0,20.0
65,24.0,26.0
65,22.0,25.0
66,25.0,28.999999999999996
66,13.0,16.0
67,18.0,20.0
67,20.0,22.0
68,13.0,16.0
68,18.0,23.0
69,15.0,21.0
69,14.000000000000002,19.0
70,20.0,25.0
70,21.0,24.0
22,9.0,16.0
22,10.0,12.0
22,1.0,3.0
22,18.0,19.0
22,17.0,17.0
22,10.0,16.0
22,11.0,17.0
22,6.0,7.000000000000001
22,15.0,15.0
22,4.0,7.000000000000001
23,11.0,13.0
23,8.0,11.0
23,9.0,14.000000000000002
23,15.0,19.0
23,12.0,15.0
23,20.0,20.0
23,5.0,5.0
23,5.0,10.0
23,14.000000000000002,15.0
23,3.0,6.0
24,15.0,16.0
24,2.0,5.0
24,15.0,16.0
24,14.000000000000002,21.0
24,9.0,12.0
24,12.0,19.0
24,2.0,5.0
24,6.0,11.0
24,16.0,19.0
24,8.0,10.0
25,2.0,6.0
25,21.0,25.0
25,10.0,11.0
25,13.0,18.0
25,12.0,18.0
25,11.0,16.0
25,10.0,14.000000000000002
25,8.0,8.0
25,7.000000000000001,8.0
25,20.0,27.0
26,9.0,13.0
26,7.000000000000001,12.0
26,4.0,10.0
26,12.0,15.0
26,10.0,17.0
26,14.000000000000002,23.0
26,13.0,19.0
26,24.0,27.0
26,11.0,15.0
26,13.0,21.0
27,6.0,8.0
27,15.0,17.0
27,24.0,25.0
27,11.0,12.0
27,9.0,15.0
27,10.0,13.0
27,8.0,14.000000000000002
27,18.0,22.0
27,15.0,23.0
27,10.0,13.0
28,11.0,16.0
28,8.0,11.0
28,7.000000000000001,15.0
28,7.000000000000001,11.0
28,16.0,16.0
28,14.000000000000002,22.0
28,10.0,11.0
28,3.0,5.0
28,3.0,7.000000000000001
28,13.0,19.0
29,13.0,14.000000000000002
29,16.0,20.0
29,6.0,7.000000000000001
29,3.0,8.0
29,15.0,18.0
29,16.0,19.0
29,25.0,28.999999999999996
29,12.0,18.0
29,5.0,12.0
29,1.0,2.0
30,11.0,14.000000000000002
30,8.0,9.0
30,18.0,22.0
30,15.0,23.0
30,15.0,16.0
30,15.0,18.0
30,13.0,17.0
30,10.0,14.000000000000002
30,11.0,15.0
30,10.0,16.0
30,8.0,8.0
30,3.0,4.0
30,5.0,7.000000000000001
30,16.0,23.0
30,12.0,14.000000000000002
30,13.0,16.0
30,5.0,11.0
30,18.0,24.0
30,9.0,13.0
30,8.0,14.000000000000002
31,20.0,24.0
31,16.0,19.0
31,12.0,15.0
31,8.0,12.0
31,12.0,17.0
31,14.000000000000002,17.0
31,25.0,28.999999999999996
31,16.0,21.0
31,7.000000000000001,10.0
31,7.000000000000001,12.0
32,9.0,10.0
32,12.0,13.0
32,7.000000000000001,11.0
32,7.000000000000001,12.0
32,16.0,19.0
32,14.000000000000002,17.0
32,8.0,12.0
32,16.0,18.0
32,9.0,13.0
32,21.0,24.0
33,14.000000000000002,15.0
33,20.0,26.0
33,15.0,17.0
33,12.0,16.0
33,18.0,19.0
33,12.0,13.0
33,20.0,28.000000000000004
33,23.0,25.0
33,11.0,25.0
33,4.0,16.0
34,23.0,24.0
34,9.0,15.0
34,12.0,18.0
34,21.0,25.0
34,21.0,24.0
34,8.0,12.0
34,8.0,9.0
34,8.0,9.0
34,6.0,11.0
34,17.0,23.0
35,10.0,17.0
35,22.0,25.0
35,18.0,23.0
35,17.0,21.0
35,12.0,14.000000000000002
35,12.0,16.0
35,11.0,14.000000000000002
35,19.0,22.0
35,13.0,15.0
35,10.0,13.0
36,10.0,14.000000000000002
36,21.0,24.0
36,22.0,23.0
36,17.0,21.0
36,19.0,22.0
36,14.000000000000002,16.0
36,1.0,6.0
36,12.0,17.0
36,13.0,17.0
36,12.0,17.0
37,22.0,23.0
37,10.0,15.0
37,21.0,25.0
37,12.0,14.000000000000002
37,6.0,9.0
37,13.0,19.0
37,18.0,20.0
37,15.0,20.0
37,12.0,19.0
37,9.0,19.0
38,16.0,20.0
38,7.000000000000001,9.0
38,11.0,14.000000000000002
38,25.0,28.000000000000004
38,8.0,11.0
38,16.0,20.0
38,14.000000000000002,20.0
38,25.0,31.0
38,9.0,10.0
38,20.0,25.0
39,13.0,16.0
39,18.0,22.0
39,14.000000000000002,15.0
39,15.0,16.0
39,7.000000000000001,11.0
39,13.0,17.0
39,5.0,14.000000000000002
39,17.0,18.0
39,15.0,17.0
39,17.0,24.0
40,19.0,21.0
40,16.0,19.0
40,26.0,32.0
40,27.0,32.0
40,18.0,28.999999999999996
40,18.0,24.0
40,20.0,22.0
40,16.0,17.0
40,11.0,15.0
40,15.0,17.0
40,24.0,30.0
40,11.0,14.000000000000002
40,9.0,10.0
40,21.0,24.0
40,11.0,15.0
41,14.000000000000002,23.0
41,26.0,28.000000000000004
41,13.0,20.0
41,13.0,17.0
41,7.000000000000001,11.0
42,18.0,20.0
42,7.000000000000001,9.0
42,12.0,18.0
42,9.0,10.0
42,19.0,24.0
43,20.0,23.0
43,24.0,27.0
43,4.0,10.0
43,19.0,22.0
43,23.0,27.0
44,11.0,15.0
44,12.0,19.0
44,17.0,22.0
44,16.0,20.0
44,11.0,17.0
45,9.0,18.0
45,12.0,17.0
45,14.000000000000002,18.0
45,17.0,26.0
45,15.0,20.0
46,7.000000000000001,8.0
46,15.0,18.0
46,18.0,20.0
46,17.0,21.0
46,27.0,32.0
47,26.0,31.0
47,25.0,28.000000000000004
47,13.0,15.0
47,9.0,16.0
47,15.0,18.0
48,10.0,15.0
